jogo_terminado,id_jogo,ano_copa,time,mandante,oponente,vitoria,empate,derrota,gols_marcados,gols_tomados,escanteios_afavor,gols_marcados_primeiro_tempo,gols_tomados_primeiro_tempo,abriu_placar,ambos_marcaram,cartoes_amarelos,cartoes_vermelhos,faltas_cometidas,posse_bola,chutes,chutes_gol,precisao_chute,ranking_fifa_time,ranking_fifa_oponente,diferenca_ranking,zebra
1,13,2014,Nigeria,0,Iran,0,1,0,0,0,7,0,0,0,0,0,0,17,75,12,7,0.5833333333333334,646.4166666666666,633.6666666666666,12.75,0
1,14,2014,Ghana,1,United States,0,0,1,1,2,7,0,1,0,1,2,0,10,64,21,9,0.42857142857142855,708.9166666666666,961.75,-252.83333333333337,0
1,14,2014,United States,0,Ghana,1,0,0,2,1,3,1,0,1,1,0,0,11,36,8,6,0.75,961.75,708.9166666666666,252.83333333333337,0
1,15,2014,Belgium,1,Algeria,1,0,0,2,1,7,0,1,0,1,1,0,18,66,14,7,0.5,1243.75,870.0833333333334,373.66666666666663,0
1,15,2014,Algeria,0,Belgium,0,0,1,1,2,2,1,0,1,1,1,0,17,34,3,0,0,870.0833333333334,1243.75,-373.66666666666663,0
1,16,2014,Brazil,1,Mexico,0,1,0,0,0,4,0,0,0,0,2,0,14,50,12,7,0.5833333333333334,1222.4166666666667,909.75,312.66666666666674,1
1,16,2014,Mexico,0,Brazil,0,1,0,0,0,3,0,0,0,0,2,0,17,50,13,3,0.2307692307692308,909.75,1222.4166666666667,-312.66666666666674,1
1,17,2014,Russia,1,South Korea,0,1,0,1,1,4,0,0,0,1,1,0,15,54,13,6,0.4615384615384616,863.4166666666666,524.75,338.66666666666663,1
1,17,2014,South Korea,0,Russia,0,1,0,1,1,4,0,0,1,1,3,0,7,46,9,6,0.6666666666666666,524.75,863.4166666666666,-338.66666666666663,1
1,18,2014,Australia,1,Netherlands,0,0,1,2,3,3,1,1,1,1,1,0,17,50,6,3,0.5,458,1233.5,-775.5,0
1,18,2014,Netherlands,0,Australia,1,0,0,3,2,2,1,1,0,1,1,0,21,50,8,7,0.875,1233.5,458,775.5,0
1,19,2014,Spain,1,Chile,0,0,1,0,2,7,0,2,0,0,1,0,14,63,18,9,0.5,1335.75,1043.0833333333333,292.66666666666674,1
1,19,2014,Chile,0,Spain,1,0,0,2,0,1,2,0,1,0,2,0,13,37,6,3,0.5,1043.0833333333333,1335.75,-292.66666666666674,1
1,20,2014,Cameroon,1,Croatia,0,0,1,0,4,4,0,1,0,0,0,1,11,43,12,2,0.16666666666666666,595.6666666666666,939.8333333333334,-344.16666666666674,0
1,20,2014,Croatia,0,Cameroon,1,0,0,4,0,7,1,0,1,0,1,0,8,57,17,9,0.5294117647058824,939.8333333333334,595.6666666666666,344.16666666666674,0
1,21,2014,Colombia,1,Ivory Coast,1,0,0,2,1,5,0,0,1,1,0,0,12,40,8,5,0.625,1324.8333333333333,847.1666666666666,477.66666666666663,0
1,21,2014,Ivory Coast,0,Colombia,0,0,1,1,2,5,0,0,0,1,2,0,13,60,13,6,0.4615384615384616,847.1666666666666,1324.8333333333333,-477.66666666666663,0
1,22,2014,Uruguay,1,England,1,0,0,2,1,7,1,0,1,1,1,0,17,36,10,6,0.6,1188.9166666666667,1003.1666666666666,185.7500000000001,0
1,22,2014,England,0,Uruguay,0,0,1,1,2,6,0,1,0,1,1,0,13,64,13,8,0.6153846153846154,1003.1666666666666,1188.9166666666667,-185.7500000000001,0
1,23,2014,Japan,1,Greece,0,1,0,0,0,5,0,0,0,0,1,0,24,69,13,6,0.4615384615384616,596.25,1024.8333333333333,-428.58333333333326,0
1,23,2014,Greece,0,Japan,0,1,0,0,0,7,0,0,0,0,3,1,17,31,11,7,0.6363636363636364,1024.8333333333333,596.25,428.58333333333326,0
1,24,2014,Italy,1,Costa Rica,0,0,1,0,1,4,0,1,0,0,1,0,10,58,9,4,0.4444444444444444,1097,868.8333333333334,228.16666666666663,1
1,24,2014,Costa Rica,0,Italy,1,0,0,1,0,5,1,0,1,0,1,0,23,42,11,6,0.5454545454545454,868.8333333333334,1097,-228.16666666666663,1
1,25,2014,Switzerland,1,France,0,0,1,2,5,5,0,3,0,1,0,0,11,59,15,4,0.26666666666666666,1143.3333333333333,1054.0833333333333,89.25,1
1,25,2014,France,0,Switzerland,1,0,0,5,2,3,3,0,1,1,1,0,15,41,15,7,0.4666666666666667,1054.0833333333333,1143.3333333333333,-89.25,1
1,26,2014,Honduras,1,Ecuador,0,0,1,1,2,4,1,1,1,1,2,0,12,38,9,4,0.4444444444444444,628.9166666666666,845.25,-216.33333333333337,0
1,26,2014,Ecuador,0,Honduras,1,0,0,2,1,12,1,1,0,1,3,0,11,62,8,3,0.375,845.25,628.9166666666666,216.33333333333337,0
1,27,2014,Argentina,1,Iran,1,0,0,1,0,10,0,0,1,0,0,0,7,75,18,6,0.3333333333333333,1395.75,633.6666666666666,762.0833333333334,0
1,27,2014,Iran,0,Argentina,0,0,1,0,1,6,0,0,0,0,2,0,14,25,8,4,0.5,633.6666666666666,1395.75,-762.0833333333334,0
1,28,2014,Germany,1,Ghana,0,1,0,2,2,7,0,0,1,1,0,0,11,60,10,3,0.3,1524.3333333333333,708.9166666666666,815.4166666666666,1
1,28,2014,Ghana,0,Germany,0,1,0,2,2,3,0,0,0,1,1,0,17,40,14,6,0.42857142857142855,708.9166666666666,1524.3333333333333,-815.4166666666666,1
1,29,2014,Nigeria,1,Bosnia-Herzegovina,1,0,0,1,0,4,1,0,1,0,1,0,9,42,18,11,0.6111111111111112,646.4166666666666,NA,NA,0
1,29,2014,Bosnia-Herzegovina,0,Nigeria,0,0,1,0,1,4,0,1,0,0,1,0,7,58,16,7,0.4375,NA,646.4166666666666,NA,0
1,30,2014,Belgium,1,Russia,1,0,0,1,0,5,0,0,1,0,2,0,13,53,7,4,0.5714285714285714,1243.75,863.4166666666666,380.33333333333337,0
1,30,2014,Russia,0,Belgium,0,0,1,0,1,8,0,0,0,0,1,0,7,47,10,4,0.4,863.4166666666666,1243.75,-380.33333333333337,0
1,31,2014,South Korea,1,Algeria,0,0,1,2,4,7,0,3,0,1,2,0,13,53,9,4,0.4444444444444444,524.75,870.0833333333334,-345.33333333333337,0
1,31,2014,Algeria,0,South Korea,1,0,0,4,2,5,3,0,1,1,1,0,16,47,12,3,0.25,870.0833333333334,524.75,345.33333333333337,0
1,32,2014,United States,1,Portugal,0,1,0,2,2,6,0,1,0,1,1,0,10,48,12,7,0.5833333333333334,961.75,1184.5,-222.75,0
1,32,2014,Portugal,0,United States,0,1,0,2,2,4,1,0,1,1,0,0,13,52,17,6,0.35294117647058826,1184.5,961.75,222.75,0
1,33,2014,Australia,1,Spain,0,0,1,0,3,2,0,1,0,0,2,0,14,51,5,0,0,458,1335.75,-877.75,0
1,33,2014,Spain,0,Australia,1,0,0,3,0,6,1,0,1,0,1,0,9,49,7,5,0.7142857142857143,1335.75,458,877.75,0
1,34,2014,Netherlands,1,Chile,1,0,0,2,0,2,0,0,1,0,1,0,25,38,9,4,0.4444444444444444,1233.5,1043.0833333333333,190.4166666666667,0
1,34,2014,Chile,0,Netherlands,0,0,1,0,2,7,0,0,0,0,1,0,14,62,11,3,0.2727272727272727,1043.0833333333333,1233.5,-190.4166666666667,0
1,35,2014,Cameroon,1,Brazil,0,0,1,1,4,6,1,2,0,1,3,0,14,48,9,0,0,595.6666666666666,1222.4166666666667,-626.7500000000001,0
1,35,2014,Brazil,0,Cameroon,1,0,0,4,1,7,2,1,1,1,0,0,18,52,13,9,0.6923076923076923,1222.4166666666667,595.6666666666666,626.7500000000001,0
1,36,2014,Croatia,1,Mexico,0,0,1,1,3,7,0,0,0,1,1,1,17,53,9,4,0.4444444444444444,939.8333333333334,909.75,30.08333333333337,1
1,36,2014,Mexico,0,Croatia,1,0,0,3,1,9,0,0,1,1,2,0,11,47,10,3,0.3,909.75,939.8333333333334,-30.08333333333337,1
1,37,2014,Costa Rica,1,England,0,1,0,0,0,3,0,0,0,0,1,0,17,44,4,3,0.75,868.8333333333334,1003.1666666666666,-134.33333333333326,0
1,37,2014,England,0,Costa Rica,0,1,0,0,0,7,0,0,0,0,2,0,14,56,9,4,0.4444444444444444,1003.1666666666666,868.8333333333334,134.33333333333326,0
1,38,2014,Italy,1,Uruguay,0,0,1,0,1,3,0,0,0,0,2,1,19,54,8,4,0.5,1097,1188.9166666666667,-91.91666666666674,0
1,38,2014,Uruguay,0,Italy,1,0,0,1,0,3,0,0,1,0,2,0,19,46,12,5,0.4166666666666667,1188.9166666666667,1097,91.91666666666674,0
1,39,2014,Japan,1,Colombia,0,0,1,1,4,9,1,1,0,1,1,0,8,58,20,9,0.45,596.25,1324.8333333333333,-728.5833333333333,0
1,39,2014,Colombia,0,Japan,1,0,0,4,1,2,1,1,1,1,1,0,18,42,16,10,0.625,1324.8333333333333,596.25,728.5833333333333,0
1,40,2014,Greece,1,Ivory Coast,1,0,0,2,1,4,1,0,1,1,0,0,9,50,11,3,0.2727272727272727,1024.8333333333333,847.1666666666666,177.66666666666663,0
1,40,2014,Ivory Coast,0,Greece,0,0,1,1,2,7,0,1,0,1,3,0,21,50,9,4,0.4444444444444444,847.1666666666666,1024.8333333333333,-177.66666666666663,0
1,41,2014,Nigeria,1,Argentina,0,0,1,2,3,4,1,2,0,1,2,0,16,46,7,3,0.42857142857142855,646.4166666666666,1395.75,-749.3333333333334,0
1,41,2014,Argentina,0,Nigeria,1,0,0,3,2,12,2,1,1,1,0,0,6,54,16,11,0.6875,1395.75,646.4166666666666,749.3333333333334,0
1,42,2014,Bosnia-Herzegovina,1,Iran,1,0,0,3,1,6,1,0,1,1,1,0,18,59,8,4,0.5,NA,633.6666666666666,NA,0
1,42,2014,Iran,0,Bosnia-Herzegovina,0,0,1,1,3,5,0,1,0,1,1,0,16,41,5,3,0.6,633.6666666666666,NA,NA,0
1,43,2014,Honduras,1,Switzerland,0,0,1,0,3,8,0,2,0,0,1,0,18,64,18,9,0.5,628.9166666666666,1143.3333333333333,-514.4166666666666,0
1,43,2014,Switzerland,0,Honduras,1,0,0,3,0,1,2,0,1,0,0,0,16,36,13,9,0.6923076923076923,1143.3333333333333,628.9166666666666,514.4166666666666,0
1,44,2014,Ecuador,1,France,0,1,0,0,0,1,0,0,0,0,1,1,15,33,8,4,0.5,845.25,1054.0833333333333,-208.8333333333333,0
1,44,2014,France,0,Ecuador,0,1,0,0,0,7,0,0,0,0,0,0,6,67,17,10,0.5882352941176471,1054.0833333333333,845.25,208.8333333333333,0
1,45,2014,Portugal,1,Ghana,1,0,0,2,1,7,1,0,1,1,1,0,20,56,17,8,0.4705882352941176,1184.5,708.9166666666666,475.58333333333337,0
1,45,2014,Ghana,0,Portugal,0,0,1,1,2,4,0,1,0,1,3,0,15,44,15,4,0.26666666666666666,708.9166666666666,1184.5,-475.58333333333337,0
1,46,2014,United States,1,Germany,0,0,1,0,1,2,0,0,0,0,2,0,15,37,5,2,0.4,961.75,1524.3333333333333,-562.5833333333333,0
1,46,2014,Germany,0,United States,1,0,0,1,0,3,0,0,1,0,1,0,10,63,10,6,0.6,1524.3333333333333,961.75,562.5833333333333,0
1,47,2014,Algeria,1,Russia,0,1,0,1,1,3,0,1,0,1,3,0,16,43,9,7,0.7777777777777778,870.0833333333334,863.4166666666666,6.6666666666667425,1
1,47,2014,Russia,0,Algeria,0,1,0,1,1,4,1,0,1,1,2,0,13,57,10,5,0.5,863.4166666666666,870.0833333333334,-6.6666666666667425,1
1,48,2014,South Korea,1,Belgium,0,0,1,0,1,7,0,0,0,0,1,0,16,54,16,7,0.4375,524.75,1243.75,-719,0
1,48,2014,Belgium,0,South Korea,1,0,0,1,0,4,0,0,1,0,1,1,11,46,13,8,0.6153846153846154,1243.75,524.75,719,0
1,49,2014,Brazil,1,Chile,0,1,0,1,1,9,1,1,1,1,4,0,28,54,20,8,0.4,1222.4166666666667,1043.0833333333333,179.33333333333348,1
1,49,2014,Chile,0,Brazil,0,1,0,1,1,5,1,1,0,1,3,0,21,46,10,4,0.4,1043.0833333333333,1222.4166666666667,-179.33333333333348,1
1,50,2014,Colombia,1,Uruguay,1,0,0,2,0,3,1,0,1,0,1,0,18,51,9,6,0.6666666666666666,1324.8333333333333,1188.9166666666667,135.91666666666652,0
1,50,2014,Uruguay,0,Colombia,0,0,1,0,2,5,0,1,0,0,2,0,17,49,16,8,0.5,1188.9166666666667,1324.8333333333333,-135.91666666666652,0
1,51,2014,Netherlands,1,Mexico,1,0,0,2,1,10,0,0,0,1,0,0,6,58,12,5,0.4166666666666667,1233.5,909.75,323.75,0
1,51,2014,Mexico,0,Netherlands,0,0,1,1,2,2,0,0,1,1,3,0,11,42,12,6,0.5,909.75,1233.5,-323.75,0
1,52,2014,Costa Rica,1,Greece,0,1,0,1,1,3,0,0,1,1,5,1,22,47,6,2,0.3333333333333333,868.8333333333334,1024.8333333333333,-155.9999999999999,0
1,52,2014,Greece,0,Costa Rica,0,1,0,1,1,11,0,0,0,1,2,0,16,53,22,9,0.4090909090909091,1024.8333333333333,868.8333333333334,155.9999999999999,0
1,53,2014,France,1,Nigeria,1,0,0,2,0,12,0,0,1,0,1,0,12,52,12,6,0.5,1054.0833333333333,646.4166666666666,407.66666666666663,0
1,53,2014,Nigeria,0,France,0,0,1,0,2,9,0,0,0,0,0,0,12,48,5,3,0.6,646.4166666666666,1054.0833333333333,-407.66666666666663,0
1,54,2014,Germany,1,Algeria,1,0,0,2,1,10,0,0,0,1,1,0,12,60,24,15,0.625,1524.3333333333333,870.0833333333334,654.2499999999999,0
1,54,2014,Algeria,0,Germany,0,0,1,1,2,4,0,0,0,1,1,0,22,40,11,4,0.3636363636363637,870.0833333333334,1524.3333333333333,-654.2499999999999,0
1,55,2014,Argentina,1,Switzerland,1,0,0,1,0,13,0,0,1,0,3,0,20,60,21,10,0.47619047619047616,1395.75,1143.3333333333333,252.4166666666667,0
1,55,2014,Switzerland,0,Argentina,0,0,1,0,1,5,0,0,0,0,2,0,28,40,12,5,0.4166666666666667,1143.3333333333333,1395.75,-252.4166666666667,0
1,56,2014,Belgium,1,United States,1,0,0,2,1,19,0,0,0,1,1,0,26,49,33,19,0.5757575757575758,1243.75,961.75,282,0
1,56,2014,United States,0,Belgium,0,0,1,1,2,4,0,0,0,1,1,0,11,51,13,6,0.4615384615384616,961.75,1243.75,-282,0
1,57,2014,France,1,Germany,0,0,1,0,1,5,0,1,0,0,0,0,15,50,13,8,0.6153846153846154,1054.0833333333333,1524.3333333333333,-470.25,0
1,57,2014,Germany,0,France,1,0,0,1,0,3,1,0,1,0,2,0,18,50,6,4,0.6666666666666666,1524.3333333333333,1054.0833333333333,470.25,0
1,58,2014,Brazil,1,Colombia,1,0,0,2,1,4,1,0,1,1,2,0,27,45,12,5,0.4166666666666667,1222.4166666666667,1324.8333333333333,-102.41666666666652,0
1,58,2014,Colombia,0,Brazil,0,0,1,1,2,6,0,1,0,1,2,0,22,55,9,4,0.4444444444444444,1324.8333333333333,1222.4166666666667,102.41666666666652,0
1,59,2014,Argentina,1,Belgium,1,0,0,1,0,3,1,0,1,0,1,0,11,47,5,2,0.4,1395.75,1243.75,152,0
1,59,2014,Belgium,0,Argentina,0,0,1,0,1,4,0,1,0,0,2,0,13,53,11,3,0.2727272727272727,1243.75,1395.75,-152,0
1,60,2014,Netherlands,1,Costa Rica,0,1,0,0,0,11,0,0,0,0,2,0,15,72,12,9,0.75,1233.5,868.8333333333334,364.66666666666663,1
1,60,2014,Costa Rica,0,Netherlands,0,1,0,0,0,1,0,0,0,0,4,0,14,28,5,2,0.4,868.8333333333334,1233.5,-364.66666666666663,1
1,61,2014,Brazil,1,Germany,0,0,1,1,7,7,0,5,0,1,1,0,11,56,14,9,0.6428571428571429,1222.4166666666667,1524.3333333333333,-301.9166666666665,0
1,61,2014,Germany,0,Brazil,1,0,0,7,1,5,5,0,1,1,0,0,11,44,7,4,0.5714285714285714,1524.3333333333333,1222.4166666666667,301.9166666666665,0
1,62,2014,Netherlands,1,Argentina,0,1,0,0,0,4,0,0,0,0,2,0,16,52,7,3,0.42857142857142855,1233.5,1395.75,-162.25,0
1,62,2014,Argentina,0,Netherlands,0,1,0,0,0,4,0,0,0,0,1,0,9,48,8,5,0.625,1395.75,1233.5,162.25,0
1,63,2014,Brazil,1,Netherlands,0,0,1,0,3,4,0,2,0,0,3,0,14,56,10,3,0.3,1222.4166666666667,1233.5,-11.083333333333258,0
1,63,2014,Netherlands,0,Brazil,1,0,0,3,0,1,2,0,1,0,2,0,20,44,6,3,0.5,1233.5,1222.4166666666667,11.083333333333258,0
1,64,2014,Germany,1,Argentina,1,0,0,1,0,5,0,0,1,0,2,0,21,60,8,6,0.75,1524.3333333333333,1395.75,128.58333333333326,0
1,64,2014,Argentina,0,Germany,0,0,1,0,1,3,0,0,0,0,2,0,15,40,9,0,0,1395.75,1524.3333333333333,-128.58333333333326,0
1,1,2018,Russia,1,Saudi Arabia,1,0,0,5,0,6,2,0,1,0,1,0,22,38,11,8,0.7272727272727273,992.8333333333334,935.5,57.33333333333337,0
1,1,2018,Saudi Arabia,0,Russia,0,0,1,0,5,2,0,2,0,0,1,0,10,62,4,0,0,935.5,992.8333333333334,-57.33333333333337,0
1,2,2018,Egypt,1,Uruguay,0,0,1,0,1,0,0,0,0,0,2,0,12,41,7,4,0.5714285714285714,1061.3333333333333,1321.6666666666667,-260.3333333333335,0
1,2,2018,Uruguay,0,Egypt,1,0,0,1,0,5,0,0,1,0,0,0,6,59,12,6,0.5,1321.6666666666667,1061.3333333333333,260.3333333333335,0
1,3,2018,Morocco,1,Iran,0,0,1,0,1,5,0,0,0,0,1,0,22,67,10,4,0.4,1094,1151.8333333333333,-57.83333333333326,0
1,3,2018,Iran,0,Morocco,1,0,0,1,0,2,0,0,1,0,3,0,14,33,9,3,0.3333333333333333,1151.8333333333333,1094,57.83333333333326,0
1,4,2018,Portugal,1,Spain,0,1,0,3,3,4,2,1,1,1,1,0,12,33,7,4,0.5714285714285714,1514.5,1433.0833333333333,81.41666666666674,1
1,4,2018,Spain,0,Portugal,0,1,0,3,3,5,1,2,0,1,1,0,10,67,12,7,0.5833333333333334,1433.0833333333333,1514.5,-81.41666666666674,1
1,5,2018,France,1,Australia,1,0,0,2,1,5,0,0,1,1,1,0,16,55,11,6,0.5454545454545454,1490.3333333333333,1115.8333333333333,374.5,0
1,5,2018,Australia,0,France,0,0,1,1,2,1,0,0,0,1,3,0,19,45,5,2,0.4,1115.8333333333333,1490.3333333333333,-374.5,0
1,6,2018,Argentina,1,Iceland,0,1,0,1,1,10,1,1,1,1,0,0,10,77,18,8,0.4444444444444444,1480.8333333333333,1250.1666666666667,230.66666666666652,1
1,6,2018,Iceland,0,Argentina,0,1,0,1,1,2,1,1,0,1,0,0,15,23,8,3,0.375,1250.1666666666667,1480.8333333333333,-230.66666666666652,1
1,7,2018,Peru,1,Denmark,0,0,1,0,1,3,0,0,0,0,1,0,10,53,16,7,0.4375,1360.1666666666667,1366.8333333333333,-6.666666666666515,0
1,7,2018,Denmark,0,Peru,1,0,0,1,0,7,0,0,1,0,2,0,18,47,9,4,0.4444444444444444,1366.8333333333333,1360.1666666666667,6.666666666666515,0
1,8,2018,Croatia,1,Nigeria,1,0,0,2,0,6,1,0,1,0,2,0,20,54,10,3,0.3,1355,1052.4166666666667,302.58333333333326,0
1,8,2018,Nigeria,0,Croatia,0,0,1,0,2,5,0,1,0,0,1,0,16,46,10,3,0.3,1052.4166666666667,1355,-302.58333333333326,0
1,9,2018,Costa Rica,1,Serbia,0,0,1,0,1,5,0,0,0,0,2,0,18,52,7,4,0.5714285714285714,1193.4166666666667,1147.0833333333333,46.333333333333485,1
1,9,2018,Serbia,0,Costa Rica,1,0,0,1,0,4,0,0,1,0,2,0,15,48,10,4,0.4,1147.0833333333333,1193.4166666666667,-46.333333333333485,1
1,10,2018,Germany,1,Mexico,0,0,1,0,1,8,0,1,0,0,2,0,10,66,18,10,0.5555555555555556,1618.3333333333333,1324.0833333333333,294.25,1
1,10,2018,Mexico,0,Germany,1,0,0,1,0,1,1,0,1,0,2,0,16,34,12,5,0.4166666666666667,1324.0833333333333,1618.3333333333333,-294.25,1
1,11,2018,Brazil,1,Switzerland,0,1,0,1,1,7,1,0,1,1,1,0,11,54,16,6,0.375,1596.3333333333333,1434.3333333333333,162,1
1,11,2018,Switzerland,0,Brazil,0,1,0,1,1,2,0,1,0,1,3,0,19,46,7,3,0.42857142857142855,1434.3333333333333,1596.3333333333333,-162,1
1,12,2018,Sweden,1,South Korea,1,0,0,1,0,6,0,0,1,0,1,0,20,55,10,5,0.5,1282.8333333333333,1000.5833333333334,282.2499999999999,0
1,12,2018,South Korea,0,Sweden,0,0,1,0,1,5,0,0,0,0,2,0,23,45,3,0,0,1000.5833333333334,1282.8333333333333,-282.2499999999999,0
1,13,2018,Belgium,1,Panama,1,0,0,3,0,9,0,0,1,0,3,0,17,61,14,7,0.5,1561.6666666666667,996.4166666666666,565.2500000000001,0
1,13,2018,Panama,0,Belgium,0,0,1,0,3,3,0,0,0,0,5,0,18,39,7,3,0.42857142857142855,996.4166666666666,1561.6666666666667,-565.2500000000001,0
1,14,2018,Tunisia,1,England,0,0,1,1,2,2,1,1,0,1,0,0,14,39,5,2,0.4,1251.6666666666667,1373.25,-121.58333333333326,0
1,14,2018,England,0,Tunisia,1,0,0,2,1,7,1,1,1,1,1,0,8,61,17,9,0.5294117647058824,1373.25,1251.6666666666667,121.58333333333326,0
1,15,2018,Colombia,1,Japan,0,0,1,1,2,3,1,1,0,1,2,1,15,38,5,4,0.8,1341.3333333333333,1017,324.33333333333326,1
1,15,2018,Japan,0,Colombia,1,0,0,2,1,6,1,1,1,1,1,0,9,62,12,7,0.5833333333333334,1017,1341.3333333333333,-324.33333333333326,1
1,16,2018,Poland,1,Senegal,0,0,1,1,2,3,0,1,0,1,1,0,8,61,11,5,0.4545454545454546,1394.6666666666667,1209.9166666666667,184.75,1
1,16,2018,Senegal,0,Poland,1,0,0,2,1,3,1,0,1,1,2,0,15,39,7,3,0.42857142857142855,1209.9166666666667,1394.6666666666667,-184.75,1
1,17,2018,Russia,1,Egypt,1,0,0,3,1,7,0,0,1,1,1,0,11,49,10,4,0.4,992.8333333333334,1061.3333333333333,-68.49999999999989,0
1,17,2018,Egypt,0,Russia,0,0,1,1,3,4,0,0,0,1,1,0,10,51,10,2,0.2,1061.3333333333333,992.8333333333334,68.49999999999989,0
1,18,2018,Portugal,1,Morocco,1,0,0,1,0,5,1,0,1,0,1,0,19,45,7,3,0.42857142857142855,1514.5,1094,420.5,0
1,18,2018,Morocco,0,Portugal,0,0,1,0,1,7,0,1,0,0,1,0,23,55,14,5,0.35714285714285715,1094,1514.5,-420.5,0
1,19,2018,Uruguay,1,Saudi Arabia,1,0,0,1,0,3,1,0,1,0,0,0,10,47,10,4,0.4,1321.6666666666667,935.5,386.16666666666674,0
1,19,2018,Saudi Arabia,0,Uruguay,0,0,1,0,1,4,0,1,0,0,0,0,13,53,7,3,0.42857142857142855,935.5,1321.6666666666667,-386.16666666666674,0
1,20,2018,Iran,1,Spain,0,0,1,0,1,2,0,0,0,0,2,0,14,22,8,0,0,1151.8333333333333,1433.0833333333333,-281.25,0
1,20,2018,Spain,0,Iran,1,0,0,1,0,6,0,0,1,0,0,0,14,78,11,6,0.5454545454545454,1433.0833333333333,1151.8333333333333,281.25,0
1,21,2018,Denmark,1,Australia,0,1,0,1,1,3,1,1,1,1,2,0,7,47,11,6,0.5454545454545454,1366.8333333333333,1115.8333333333333,251,1
1,21,2018,Australia,0,Denmark,0,1,0,1,1,5,1,1,0,1,0,0,5,53,9,5,0.5555555555555556,1115.8333333333333,1366.8333333333333,-251,1
1,22,2018,France,1,Peru,1,0,0,1,0,5,1,0,1,0,2,0,11,43,11,5,0.4545454545454546,1490.3333333333333,1360.1666666666667,130.16666666666652,0
1,22,2018,Peru,0,France,0,0,1,0,1,3,0,1,0,0,2,0,15,57,9,3,0.3333333333333333,1360.1666666666667,1490.3333333333333,-130.16666666666652,0
1,23,2018,Argentina,1,Croatia,0,0,1,0,3,5,0,0,0,0,3,0,16,57,7,4,0.5714285714285714,1480.8333333333333,1355,125.83333333333326,1
1,23,2018,Croatia,0,Argentina,1,0,0,3,0,2,0,0,1,0,4,0,22,43,12,6,0.5,1355,1480.8333333333333,-125.83333333333326,1
1,24,2018,Brazil,1,Costa Rica,1,0,0,2,0,9,0,0,1,0,2,0,11,71,21,11,0.5238095238095238,1596.3333333333333,1193.4166666666667,402.9166666666665,0
1,24,2018,Costa Rica,0,Brazil,0,0,1,0,2,1,0,0,0,0,1,0,11,29,4,0,0,1193.4166666666667,1596.3333333333333,-402.9166666666665,0
1,25,2018,Nigeria,1,Iceland,1,0,0,2,0,6,0,0,1,0,1,0,9,61,11,5,0.4545454545454546,1052.4166666666667,1250.1666666666667,-197.75,0
1,25,2018,Iceland,0,Nigeria,0,0,1,0,2,5,0,0,0,0,0,0,10,39,9,4,0.4444444444444444,1250.1666666666667,1052.4166666666667,197.75,0
1,26,2018,Serbia,1,Switzerland,0,0,1,1,2,3,1,0,1,1,4,0,17,37,12,4,0.3333333333333333,1147.0833333333333,1434.3333333333333,-287.25,0
1,26,2018,Switzerland,0,Serbia,1,0,0,2,1,7,0,1,0,1,1,0,13,63,13,6,0.4615384615384616,1434.3333333333333,1147.0833333333333,287.25,0
1,27,2018,Belgium,1,Tunisia,1,0,0,5,2,5,3,1,1,1,0,0,12,49,21,13,0.6190476190476191,1561.6666666666667,1251.6666666666667,310,0
1,27,2018,Tunisia,0,Belgium,0,0,1,2,5,2,1,3,0,1,1,0,13,51,14,6,0.42857142857142855,1251.6666666666667,1561.6666666666667,-310,0
1,28,2018,South Korea,1,Mexico,0,0,1,1,2,7,0,1,0,1,4,0,24,41,9,7,0.7777777777777778,1000.5833333333334,1324.0833333333333,-323.4999999999999,0
1,28,2018,Mexico,0,South Korea,1,0,0,2,1,5,1,0,1,1,0,0,7,59,13,6,0.4615384615384616,1324.0833333333333,1000.5833333333334,323.4999999999999,0
1,29,2018,Germany,1,Sweden,1,0,0,2,1,8,0,1,0,1,1,1,12,75,12,7,0.5833333333333334,1618.3333333333333,1282.8333333333333,335.5,0
1,29,2018,Sweden,0,Germany,0,0,1,1,2,3,1,0,1,1,2,0,13,25,7,6,0.8571428571428571,1282.8333333333333,1618.3333333333333,-335.5,0
1,30,2018,England,1,Panama,1,0,0,6,1,3,5,0,1,1,1,0,13,59,10,8,0.8,1373.25,996.4166666666666,376.83333333333337,0
1,30,2018,Panama,0,England,0,0,1,1,6,2,0,5,0,1,3,0,13,41,8,3,0.375,996.4166666666666,1373.25,-376.83333333333337,0
1,31,2018,Japan,1,Senegal,0,1,0,2,2,2,1,1,0,1,2,0,8,56,6,4,0.6666666666666666,1017,1209.9166666666667,-192.9166666666667,0
1,31,2018,Senegal,0,Japan,0,1,0,2,2,5,1,1,1,1,3,0,15,44,13,8,0.6153846153846154,1209.9166666666667,1017,192.9166666666667,0
1,32,2018,Poland,1,Colombia,0,0,1,0,3,7,0,1,0,0,2,0,15,45,5,3,0.6,1394.6666666666667,1341.3333333333333,53.333333333333485,1
1,32,2018,Colombia,0,Poland,1,0,0,3,0,5,1,0,1,0,0,0,10,55,10,5,0.5,1341.3333333333333,1394.6666666666667,-53.333333333333485,1
1,33,2018,Uruguay,1,Russia,1,0,0,3,0,4,2,0,1,0,1,0,17,57,13,7,0.5384615384615384,1321.6666666666667,992.8333333333334,328.83333333333337,0
1,33,2018,Russia,0,Uruguay,0,0,1,0,3,2,0,2,0,0,2,1,18,43,3,2,0.6666666666666666,992.8333333333334,1321.6666666666667,-328.83333333333337,0
